ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,"Account type
""Identified
Anonymous
Media""",Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Tweet Type (2),Tweet Type (3),Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,
00-39,03/28/23 14:12:00,https://twitter.com/antonralph/status/1486561411236970496,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@antonralph,First Quarter Storm,,Anonymous,05/19,200,82,,"@PhilstarNews To tell the Truth , Why dont you tell Mr. Colmenares that your Bayan Muna party list is a legal front of CPP and you are allied with Joma Sison , tingnan niyo muna sarili niyo bago kayo humusga ng kalaban niyo sa politika.",,Reply,,,01/27/22 12:47,00-39.png,Emotional,0,2,0,0,,,,No location was given. No Bio was given.,1486561411236970496,antonralph
00-40,03/28/23 14:12:00,https://twitter.com/BeljicaJae/status/1486564536014364676,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@BeljicaJae,Jameson Jae Beljica,"#BBMFORPRESIDENT2022
 Sa Twitter Academy lang malakas si LugawðŸ¤£ðŸ¤£ hindi sa maralitang Pilipino.
 #LetLeniLeave the Philippines",Identified,01/10,80,0,,"@ColmenaresPH Yun lang Neri, ikaw nga NPA hndi umaamin, salot!",,Reply,,,01/27/22 12:59,00-40.png,Emotional,0,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA,No location was given.,1486564536014364676,BeljicaJae
00-41,03/28/23 14:12:00,https://twitter.com/B007Guy/status/1486641863243100162,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@B007Guy,Fun Guy,,Anonymous,04/02,22,9,,"@inquirerdotnet Sige pa Colmenares, isiksik mo pa sarili mo. Wala ka pa rin pagasa manalo. Bumalik ka na lang sa bundok kasama ang tropa mong NPA",,Reply,,,01/27/22 18:06,00-41.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No location was given. No Bio was given.,1486641863243100162,B007Guy
00-42,03/28/23 14:12:00,https://twitter.com/dozZ3h_Vbril/status/1486690545670197251,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,â¤ðŸ’šâœŒðŸ‘Š,Anonymous,09/03,2147,3130,,"nag iingay ka din tulad ni Rowena Guanzon?ðŸ¤£ðŸ˜…ðŸ¤£
 Ka Neri na NPA di na uubra style mo at alam ko ngayon pa lang takot na ang Grupo niyo dahil pag nanalo si BBM ðŸ˜…ðŸ˜…ðŸ˜… utas kayo.",,Reply,,,01/27/22 21:20,00-42.png,Emotional,9,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1486690545670197251,dozZ3h_Vbril
00-43,03/28/23 14:12:00,https://twitter.com/dTnalakRiderSR/status/1486747116760297472,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@dTnalakRiderSR,KulasSR,Right and Wrong depends on the MAJORITY of the people in the society where you live in of what is Right and Wrong. DEMOCRACY,Anonymous,10/28,1520,3276,,"@jd_specter @LakasNgTimog Mas maraming pinatay ang mga NPA, bakit ayaw nyo na humingi ng tawag din si Joma, Chel, Satur, Colmenares, Sarah Elago at mga ibang alipores ni Jomang NDF?",,Reply,,,01/28/22 01:05,00-43.png,Rational,2,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],Fictitious location was given and redacted. ,1486747116760297472,dTnalakRiderSR
00-44,03/28/23 14:12:00,https://twitter.com/AgudaCecile/status/1487028076248592385,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AgudaCecile,Infinite Theorem...ðŸ‘ŠðŸ‡µðŸ‡­,Top,Anonymous,11/19,125,44,,"@Sinel1Sinel @iampinglacson @MargarethMiche6 Haha si Abnoy pa ang ina admire na minura ng isang Ambassador ng Amerika noong kasagsagan ng Hearing ng SAF 44 mismo sa Malacanang.Pathetic.weeeh, di nga kinalaban niya ang mga NPA eh, tiklop nga sya sa mga Teroristang si Colmenares noong sa sinado at nilaglag niya ang NTF ELCAC",,Reply,,,01/28/22 19:41,00-44.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1487028076248592385,AgudaCecile
00-45,03/28/23 14:12:00,https://twitter.com/Nityago/status/1487053715659845632,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Nityago,Nita ug Tiyago,"Bahala'g pobre, basta hilas!",Anonymous,12/02,171,64,,@ColmenaresPH Si Neri ay kasapi ng NPA. End of story.,,Reply,,,01/28/22 21:23,00-45.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1487053715659845632,Nityago
00-46,03/28/23 14:12:00,https://twitter.com/JamesMamaril4/status/1487062708897792002,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@JamesMamaril4,James Mamaril,Are you sure you wanna mess with me? Really?,Identified,11/11,487,303,Calabarzon,"1Sambayan is actually a museum of trash. So, you are a perfect addition to that, NPA Colmenares. Congrats!",,Reply,,,01/28/22 21:59,00-46.png,Emotional,1,0,1,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2], ,1487062708897792002,JamesMamaril4
00-47,03/28/23 14:12:00,https://twitter.com/RoyGivens10/status/1487124705849090067,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@RoyGivens10,Roy Givens,,Anonymous,12/04,0,0,,"@bongbongmarcos Because Robredo is NPA, then Guanzon &amp; Neri who point their finger at me from ""right"" to UP Left are NPAs too since they will vote for Robredo and not Marcos.- Domingo, Intelligence Chief, CPP-NPA.",,Reply,,,01/29/22 02:05,00-47.png,Rational,0,1,0,0,,Fake,Fabricated Colmenares' ties to the NPA [1] [2] and quote from alleged NPA cadre,No location was given. No Bio was given.,1487124705849090067,RoyGivens10
00-48,03/28/23 14:12:00,https://twitter.com/edoc62/status/1487173174852681729,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@edoc62,Edgardo Catambing,,Identified,12/01,5,1,,@PhilstarNews @XaveGregorio NPA advocate Colmenares endorsing fvpleny? So they are friends.,,Reply,,,01/29/22 05:18,00-48.png,Transactional,0,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA [1] [2] to discredit Robredo's endorsement,No location was given. No Bio was given.,1487173174852681729,edoc62
00-49,03/28/23 14:12:00,https://twitter.com/SeanAlden8/status/1487259116179693571,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@SeanAlden8,Sean Alden,,Identified,11/22,618,62,,"At akbayan partylist member si Risa Hontiveros, Chel Diokno pro NPA at pro criminals, Colmenares my pamangkin na drug lord as cebu nahuli last 2017 at pro NPA at yong iba trapoe ðŸ˜‚ðŸ˜‚ðŸ˜‚",,Text,,,01/29/22 10:59,00-49.png,Rational,0,0,0,0,,Unproven,Fabricated Colmenares' ties to the NPA [1] [2] and unproven claims with drug dealer relatives,No location was given. No Bio was given.,1487259116179693571,SeanAlden8
00-50,03/28/23 14:12:00,https://twitter.com/1vCruz/status/1487485007019008000,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@1vCruz,Expats Voice,"From Sirawan, Toril, Davao City. Been expats for several decades.",Anonymous,03/15,73,33,"Riyadh, Kingdom of Saudi Arabi","@PhilstarNews saan galing ang boto ni Colmenares na 30 millions? haha bolahi mo mga Npa na kasangga mo, kung may natira pa.",,Reply,,,01/30/22 01:57,00-50.png,Emotional,1,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2], ,1487485007019008000,1vCruz
00-51,03/28/23 14:12:00,https://twitter.com/desertbum1012/status/1487671366803509249,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@desertbum1012,Douie,"I hate to see this country being shackled by the oligarch, after PRRD's departure.",Identified,04/22,23,13,"Duenas, Iloilo - lahing wak2","@ColmenaresPH Mr NPA Colmenares, hindi ka bagay sa Senado. Communist funk.",,Reply,,,01/30/22 14:17,00-51.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the communist factions [1] [2], ,1487671366803509249,desertbum1012
00-52,03/28/23 14:12:00,https://twitter.com/Christi16411891/status/1487779354771787776,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Christi16411891,ChristianRoy,dimalupig 81ðŸ’ª,Identified,08/19,104,18,,"@Pjgaron0 By all means try girl ,try , mas maganda sumamaka sa NPA ,at may kataga kang maririnig ,magiging lechon or cornbeefðŸ˜ðŸ¤”ðŸ‘ŠðŸ¤£ðŸŽ—ï¸ðŸ’©ðŸŽ—ï¸ sige na subukan mo lang dala ka granada isama mo na si neri/teddy casinÃ¸/sarah elags na membro ng npa try pls try",,Reply,,,01/30/22 21:26,00-52.png,Emotional,3,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA [1] [2] to discredit argument of account replied to,No location was given.,1487779354771787776,Christi16411891
00-53,03/28/23 14:12:00,https://twitter.com/dozZ3h_Vbril/status/1487796694095831054,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,â¤ðŸ’šâœŒðŸ‘Š,Anonymous,09/03,2147,3130,,Sardinas at noodles ang pinag lalaban ng NPA hahaha ðŸ¤£ðŸ˜‚ðŸ˜… nasaan na yung pondo ng NPA? nagamit na ba ni Colmenares? ðŸ¤£,,Reply,,,01/30/22 22:35,00-53.png,Rational,4,0,0,0,,,Fabricated Colmenares' ties to the NPA [1] [2],No location was given.,1487796694095831054,dozZ3h_Vbril
00-54,03/28/23 14:12:00,https://twitter.com/WinwinEklabu/status/1488758214577758209,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@WinwinEklabu,Mr.Winwin_Situation,"I am proud to be part of ""The 31 Million Strong""",Anonymous,12/09,6461,7113,Metro Manila,New People's Army or NPA leader Joma Sison officially endorsed the candidates Leni and Kiko along with a Pro-communist Neri colmenares. The names I mentioned are people you should not vote for because they are allies of a terrorist group. https://t.co/s8bg2N8g2F,,Image (including GIF),,,02/02/22 14:16,00-54.png,Rational,116,8,57,22,,Fake,"Fabricated endorsement of Joma Sison; Joma Sison did not endorse Leni. Source: https://www.tsek.ph/false-joma-sison-admits-to-advising-leni-robredo/, original source of misinformation: https://journalnews.com.ph/joma-admits-advising-leni/?fbclid=IwAR00wN7--rYZOvIFaOCGMEYjePW92Q1fvZMRWceZMJ7ktn6832AJLK_dX2s", ,1488758214577758209,WinwinEklabu
00-55,03/28/23 14:12:00,https://twitter.com/pillay_sundram/status/1488830052955574274,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@pillay_sundram,Sundram Canagasabai Pillay,,Anonymous,09/24,6,1,,New People's Army or NPA leader Joma Sison officially endorsed the candidates Leni and Kiko along with a Pro-communist Neri colmenares. The names I mentioned are people you should not vote for because they are allies of a terrorist group.,,Text,,,02/02/22 19:02,00-55.png,Transactional,0,0,0,0,,Fake,Fabricated Colmenares' pro-communist leaning,No location was given. No Bio was given.,1488830052955574274,pillay_sundram
00-56,03/28/23 14:12:00,https://twitter.com/hj_dolkefli/status/1488830682860335107,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@hj_dolkefli,Tanasekharan Muhammad Hj Dolkefli,,Anonymous,09/24,7,0,,New People's Army or NPA leader Joma Sison officially endorsed the candidates Leni and Kiko along with a Pro-communist Neri colmenares. The names I mentioned are people you should not vote for because they are allies of a terrorist group.,,Text,,,02/02/22 19:04,00-56.png,Transactional,0,0,0,0,,Fake,Fabricated Colmenares' pro-communist leaning,No location was given. No Bio was given.,1488830682860335107,hj_dolkefli
00-57,03/28/23 14:12:00,https://twitter.com/bingbongbarack/status/1488863920953520133,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@bingbongbarack,BongBongBong,"Ironically, the person youâ€™d take a bullet for sometimes ends up being the one behind the gun.",Anonymous,01/08,614,551,,"No way for the TERRORIST NPA to put its finger in a democratic government. Neri Colmenares is an NPA cadre. For Leni and Kiko, they have sold their souls to the TERRORIST for their selfish ambition and greed!
 This canâ€™t be clearer than this.",,Reply,,,02/02/22 21:16,00-57.png,Transactional,0,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA [1] [2] to discredit Leni-Kiko's endorsement,No location was given.,1488863920953520133,bingbongbarack
00-58,03/28/23 14:12:00,https://twitter.com/MarC012378/status/1489053996900024320,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@MarC012378,Marl,Basketball Government & Politics Music Music & Entertainment Sports Weather News,Anonymous,09/05,260,399,Republic of the Philippines,@ralphjms Kasi nga dilawan si diokno at bata ni sison si colmenares. Ano mapapala mo sa kanila?. Robin will not win though pero mas ok na siya kesa dilawan at NPA.,,Text,,,02/03/22 09:51,00-58.png,Transactional,3,1,0,0,,Fake,Fabricated Colmenares' ties to Sison, ,1489053996900024320,MarC012378
00-59,03/28/23 14:12:00,https://twitter.com/Allyrianne1/status/1489079190934622210,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@Allyrianne1,Allyrianne,"| INFP-t | Ennegram: 4w5 | Tritype: 4-7-9 | Socionics: IEI - sx/sp | Dota 2 Maiden |
 
 .â™¥ Dream, explore. The night sky is endless. ð¶ð‘Žð‘Ÿð‘ð‘’ ð‘›ð‘œð‘ð‘¡ð‘’ð‘š. â™¥.",Anonymous,09/12,265,23,,"@ralphjms Why the fk would we choose Diokno and Neri eh they aligned themselves with the leftists?! Shuta lang? Lol. A good CPP-NPA-NDF is a dead one, including their cohorts and those who are aligned with them.",,Reply,,,02/03/22 11:31,00-59.png,Emotional,1,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No location was given.,1489079190934622210,Allyrianne1
00-60,03/28/23 14:12:00,https://twitter.com/nakamura_023/status/1489104808342867968,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@nakamura_023,Nakamura Masahiro,,Anonymous,10/01,11,3,,@ralphjms Yes kasi npa yan neri colmenares nyo at ung chel diokno nyo pinagmumulan ng gulo. Matalino mga pinoy ngayon wahahahaha,,Reply,,,02/03/22 13:13,00-60.png,Transactional,0,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA [1] [2],No location was given. No Bio was given.,1489104808342867968,nakamura_023
00-61,03/28/23 14:12:00,https://twitter.com/7silentmajority/status/1489516543671095299,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@7silentmajority,The Unforgiving,"I am a private citizen who is against anyone who wants to bring my country down. Mutes low quality wokes.
 
 (Not me on DP. Duh.)",Anonymous,11/30,132,3482,,"@thomaspambid Binay, de Lima, Colmenares (with NPA ties), and all NPA legal fronts endorsing Leni.** 
 
 The NPA will never become the lesser evil. ðŸ’…",,Reply,,,02/04/22 16:29,00-61.png,Transactional,1,1,0,0,,Fake,Fabricated Colmenares' ties to the NPA [1] [2] to discredit Leni's endorsement,No location was given.,1489516543671095299,7silentmajority
00-62,03/28/23 14:12:00,https://twitter.com/7silentmajority/status/1489599523223576580,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@7silentmajority,The Unforgiving,"I am a private citizen who is against anyone who wants to bring my country down. Mutes low quality wokes.
 
 (Not me on DP. Duh.)",Anonymous,11/30,132,3482,,"@VictorN81097206 @TetsMakino @bongbongmarcos And Leni has Binay, De Lima, Neri Colmenares and the legal NPA fronts. Try harder. ðŸ’…",,Reply,,,02/04/22 21:59,00-62.png,Rational,0,1,0,0,,,,No location was given.,1489599523223576580,7silentmajority
00-63,03/28/23 14:12:00,https://twitter.com/shiningtwicexo/status/1489802812196155397,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@shiningtwicexo,✌👊🚫,"Happiness, personality and productivity really matters. (Fan AccountðŸ’ž) â¤ðŸ’š",Anonymous,04/30,3978,3469,,"Kung ano yung naging pinagkakagawang kasamaan at kasalanan ni Joma Sison at yung mga alipores niya sa CPP-NPA-NDF (such as Zarate, Elago, Brosas, Castro, Cullamat, Gaite, Colmenares, CasiÃ±o, Ocampo, atbp.) ay nasa kamay ng nila Robredo, Lacson, Pacquiao, Moreno at Ka Leody.",,Text,,,02/05/22 11:27,00-63.png,Emotional,0,1,0,0,,,,No location was given.,1489802812196155397,shiningtwicexo
00-64,03/28/23 14:12:00,https://twitter.com/Fugiko5/status/1490437167843360769,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Fugiko5,xiyeng,"REGISTERED NURSE 
  SAVE LIVES!!",Anonymous,03/31,27,13,,@Shortee3MEW @cheetahxmkl @aviislegit Bakiy c binay ksama s senators ng nanay mo? De lima is convicted. Neri colminares is NPA. Ikaw amg mgisip isip. Kainin mo snabi mo hahha,,Reply,,,02/07/22 05:28,00-64.png,Emotional,0,0,0,0,,,,No location was given.,1490437167843360769,Fugiko5
00-65,03/28/23 14:12:00,https://twitter.com/patriotdotph/status/1490506806988513280,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp colmenares,@patriotdotph,patriotdotPH,Counter Terrorist. Fuck Makabayan Bloc. Yes To BBM/DU30.,Media,06/15,52,121,"Manila, Philippines",Uncovered | This notorious WANTED terrorist leader of the CPP NPA in Bukidnon and Cotabato is no less than Charisse Bernadine Banez alias Ka Nikkie. (with Neri Colmenares &amp; Sarah Elago) https://t.co/wW8WrF4YF9,,Text,,,02/07/22 10:04,00-65.png,Rational,14,1,8,2,,,,"Also contains four images of Charisse Bernadine Banez, including one showing them with Neri Colmenares.",1490506806988513280,patriotdotph
00-66,03/28/23 14:12:00,https://twitter.com/DDS_BBM/status/1491022070746021894,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@DDS_BBM,J. F.,,Anonymous,11/19,481,119,,"@Dayanneeei Back to you-- galit sa magnanakaw pero kasama sa slate mo si binay, yung isang linked sa npa si colmenares, yung drug queen? The hypocrisy.",,Reply,,,02/08/22 20:12,00-66.png,Emotional,0,1,0,0,,,Fabricated Colmenares' ties to the NPA [1] [2],No location was given. No Bio was given.,1491022070746021894,DDS_BBM
00-67,03/28/23 14:12:00,https://twitter.com/0321Criste/status/1491093452960169984,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@0321Criste,Ralf Dela Peña Criste,General Virtual Assistant/Sales Tax Associate/EcommerceVAðŸ¥‡ðŸ¥‡ðŸ…ðŸ†,Identified,02/26,418,46,"Davao Region, Republic of the","@pmjamilla Big No to communist. Neri Colmenaris is one of them since pinaglalaban mo sila, tinanong nyo nlng din sana anong pinaglalaban nilang mga NPA dati ðŸ˜‘ kng d yan sila nagrebelde may mabibili pa sanang pagkain sa sentimo centavos ngayon. Libre/mura ang kuryente at tubig. Ano ho?",,Reply,,,02/09/22 00:55,00-67.png,Rational,12,2,1,1,,,Fabricated Colmenares' ties to the NPA [1] [2], ,1491093452960169984,0321Criste
00-68,03/28/23 14:12:00,https://twitter.com/Sheena91695537/status/1491211375016017920,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Sheena91695537,Xena,Think Differently,Anonymous,05/08,151,63,"National Capital Region, Repub",@pmjamilla Take it from the NPA like Colmenares.,,Reply,,,02/09/22 08:44,00-68.png,Transactional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [1] [2], ,1491211375016017920,Sheena91695537
00-69,03/28/23 14:12:00,https://twitter.com/tin_10001/status/1491221298001117188,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@tin_10001,Chris,Carpe Diem!,Anonymous,09/29,85,419,,"@pmjamilla lol Neri is a terrorist apologist. his group couldnâ€™t even condemn the traitorous acts of CPP-NPA-NDF, what else can you call him and his ilk?",,Reply,,,02/09/22 09:23,00-69.png,Rational,0,0,0,0,,,,No location was given.,1491221298001117188,tin_10001
00-70,03/28/23 14:12:00,https://twitter.com/PackandCarryAll/status/1491286255292026881,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,cpp neri,@PackandCarryAll,AGamboa,Telco Engr... I stand for Truth.. I just want a safe and bright future for my Children's children's Children.. Vinyl is Life... #DutertePalakpak ðŸ‘ŠðŸ‘ŠðŸ‘Š,Anonymous,12/14,848,724,Quezon City,"@pmjamilla Recall: 
 - Neri in his youth was a member of one of the CPP front groups. Wala syang pinag iba kay Sarah Elago ngayun.
 
 - Neri was a Bayan Muna PL congressman. No introduction needed. 
 
 Martial Law was declared to thrash Communism, wherein Neri is one of them.",,Reply,,,02/09/22 13:42,00-70.png,Rational,1,1,0,0,,,, ,1491286255292026881,PackandCarryAll
00-71,03/28/23 14:12:00,https://twitter.com/leeche_confess/status/1491341182836023296,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@leeche_confess,🔥P A R A N O I D🔥,Technology ðŸ“ˆCertified intl NC/LMTðŸ©ºPsychology ðŸ”Entrepreneur ðŸ’´Political Science ðŸ§©Anak ng MINDANAO ðŸ‘ŠðŸ’ªðŸ”¥#proudBISDAK,Anonymous,04/02,1394,2831,South Philippines,"My father was born 1946 in Samar Leyte. Sabi nya, anti-gov at NPA lang daw yong against ky Marcos nuon.
 
 Eh kng na kuryente ang TT ne Colmenares sa panahon ne Marcos. Ano c Colmenares? ðŸ¤”ðŸ˜
 
 Paki ask ng mga Lolo at Lola nyo kung tugma ba sa kwinto ng tatay ko ðŸ˜Š",,Text,,,02/09/22 17:20,00-71.png,Rational,30,6,5,0,,,, ,1491341182836023296,leeche_confess
00-72,03/28/23 14:12:00,https://twitter.com/MarioGu82195896/status/1491436243418488838,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@MarioGu82195896,Mario Gutierrez,que sera sera,Identified,02/25,0,3,,@ColmenaresPH No to NPA terrorist mga nangungutong. Enabler ka no to colmenares,,Reply,,,02/09/22 23:38,00-72.png,Emotional,1,0,0,0,,,,No location was given.,1491436243418488838,MarioGu82195896
00-73,03/28/23 14:12:00,https://twitter.com/JohnLacoste15/status/1491464908168380419,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@JohnLacoste15,John Lacoste,,Identified,04/13,296,8,,@jaytwotheworld @143redangel Tama huwag iboto ang uncle ni angel na si colmenares na NPA,,Reply,,,02/10/22 01:31,00-73.png,Emotional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [1] [2],No location was given. No Bio was given.,1491464908168380419,JohnLacoste15
00-74,03/28/23 14:12:00,https://twitter.com/MarioGu82195896/status/1491512623375863811,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@MarioGu82195896,Mario Gutierrez,que sera sera,Identified,02/25,0,3,,"@PhilstarNews So iboto yung sumusuporta sa mga walang kwentang teroristang NPA? Gaya nalng ng tyohin mo? Oh ikaw mismo,,angel pa naman pangalan mo...kasuklam2 ang galawan ng ideolohiyang NPA,,,mapanira sa bayan. Wag iboto si Neri colmenares at mga partylist na may kaugnayan sa NPa",,Reply,,,02/10/22 04:41,00-74.png,Emotional,0,0,0,0,,,,No location was given.,1491512623375863811,MarioGu82195896
00-75,03/28/23 14:12:00,https://twitter.com/EkiePilpa/status/1491592246520528898,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@EkiePilpa,EkiE P.,"had me at my worst
 left me at my best!",Anonymous,09/21,20,0,"Makati City, National Capital",@pmjamilla Dapat lang pala matorture ni Neri... NPA sya eh,,Reply,,,02/10/22 09:57,00-75.png,Emotional,0,0,0,0,,,Fabricated Colmenares' ties to the NPA [1] [2], ,1491592246520528898,EkiePilpa
00-76,03/28/23 14:12:00,https://twitter.com/Sl33pyJ0hn/status/1491620187635781634,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Sl33pyJ0hn,John Denny,35 years in Radio/TV Broadcast Industry; now with the BPO (Business Process Outsourcing) Industry,Anonymous,03/14,34,11,"Makati City, National Capital",@Snorlax_0330 Angkan kasi ng NPA si angel locsin... tiyuhin nya si Neri Colmenares n makakaliwa kuno!,,Reply,,,02/10/22 11:49,00-76.png,Rational,0,1,0,0,,,, ,1491620187635781634,Sl33pyJ0hn
00-77,03/28/23 14:12:00,https://twitter.com/kalel_joaquin03/status/1491748554985345024,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@kalel_joaquin03,SAPAKIN KO NANAY MO ðŸ«µðŸ¤£,ANG PAGBABALIK - SAPAKIN KO NANAY MO 2.0 ðŸ¤£ðŸ¤£ pro-government of tatay digong and a supporter of BBMSARA UNITEAM. Ang Gagarote sa mga pinklawang tae..,Identified,01/10,1231,1187,,@tatz___ ayaw namin sa kandidato na kasapi ng tito mo @143redangel kc baka pag nanalo un lumakas ulet partido ng tito neri mo at ang NPA. marami na namang bata sa unibersidad ang madadala sa bundok pra mag aklas and worst ipaparape sa mga kadre ng NPA. kaya no to your tito and leni ðŸ–•ðŸ–•ðŸ¤¬,,Reply,,,02/10/22 20:19,00-77.png,Rational,3,0,2,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No location was given.,1491748554985345024,kalel_joaquin03
