ID,"Account type
""Identified
Anonymous
Media""",Tweet Type,Tweet Type (2),Tweet Type (3),Date posted,Screenshot,Tweet ID,Tweet,Content type
00-106,Identified,Text,Reply,,02/24/22 10:21,00-106.png,1496671664041463809,"Disente ba kamo? Turo ni Colmenares, ni Leni at ng mga dilaw na pink. Husay magpalaki ng NPA.",Rational
00-107,Identified,Text,Reply,,02/24/22 10:56,00-107.png,1496680448638210049,"Don't vote for NPA groups like Anakbayan, Makabayan and of course, the likes of Neri Colmeneres who are all supporters and cuddlers of this terrorist group.",Rational
00-108,Anonymous,Text,Reply,,02/24/22 23:53,00-108.png,1496876044334530564,"@maaaaaaiiiee07 @ngoelvis @GerryCacanindin Baguilat graft. De lima, In jail as drug protector. Trillanes jailed for rebellion. Neri links with terrorist group npa. Risa links to Philhealth scandal. Gordon di nag soli ng 86m despite sc order. Diokno, consultant ng abs in how to dupe the govt and representing someone who",Rational
00-109,Anonymous,Text,Image,,02/25/22 02:04,00-109.png,1496909031126011907,DO NOT VOTE NERI COLMENARES A supporter and ally of CPP NPA https://t.co/hdcmdtHr5Q,Transactional
00-110,Identified,Text,Reply,,02/25/22 12:46,00-110.png,1497070469043798017,"@juswable @manilabulletin Baguilat, Graft case. Trillanes jailed for rebellion. Delima in Jail for drug protection. Risa links to Philhealth scandal. Gordon 86 M na pinapasoli. Neri links to terrorist groups NPA. Diokno consultant for duping the government and representing someone without informing.",Rational
00-111,Identified,Text,Reply,,02/25/22 19:55,00-111.png,1497178409952239616,@loidasandiego77 Ang tulad ni Neri Colmenares ay isang palihim na terorista sa taumbayan. Hindi nga niya masabi na ang mga NPA ay mamamatay tao.,Rational
00-112,Anonymous,Text,Reply,,02/26/22 03:41,00-112.png,1497295767702507521,@jaytwotheworld @lenirobredo Colmenares?! NPA lovers!!! OMG 😃 Never never never,Rational
00-113,Anonymous,Text,,,02/26/22 13:36,00-113.png,1497445462148009984,"Sasama kayo sa NPA, lalaban kayo sa gobyerno. pag namatay kayo sasamahan ba kayo ni Joma at Colmenares? 😂😂 Mga unggoy! Galawang US din yan. Iiwan kayo sa ere niyan.",Emotional
00-114,Anonymous,Text,Reply,,02/26/22 14:15,00-114.png,1497455243407335427,kumunista nga kc sinusuportahan nyan CPP NPA Chel Diokno at Colmenares mga leader ng CPP NPA d nga nila ma condemn ang grupo kc kasama sila sa mga kinikilala leader at hindi alng sila madami na sa senate ðŸ˜‘ðŸ˜‘,Rational
00-115,Anonymous,Text,Reply,,02/27/22 14:13,00-115.png,1497817148365815809,"@amigoManila @YesYesYo13 ie tag si risa/zarate/neri/nato/elago/cullamat /leody eto ang mga dakilang hypocrites, pero may takino rin kasi nakikinabang sila sa extortion / kidnapping/business syndicate ng terroristang NPA na kasama nila",Rational
00-116,Identified,Text,Reply,,03/03/22 05:32,00-116.png,1499135641501716482,@ColmenaresPH @teddycasino An alliance with the puppets of Oligarchy only proves the false promises of the CPP-NPA-NDF to which the Makabayan bloc belongs……. FAKE STRUGGLE by communists in capitalist cloaks… REVISIONIST TEDDY CASIÑO AND NERI COLMENARES IN ACTION DIRECTED BY REVISIONIST JOMA SISON…..,Rational
00-117,Anonymous,Text,Image,,03/03/22 15:22,00-117.png,1499283939684683779,"@khyncstllo0__ Pity on me? Eh kayo yung sumusupporta sa kandidatong may hanay na CPP-NPA.
 joma sison endorsing the leni kiko tandem and his dog neri colminares.
 Id say, pity on you.
 kita nyo ba yung katutubo kagabi? Ani sigaw nila? No to cpp npa, tapos nanay nyo may neri sa slate. Lol. Eww https://t.co/1C3dYpxj8D",Emotional
00-118,Anonymous,Text,Image,,03/03/22 22:49,00-118.png,1499396552053297152,"Same old statement and strategy Mr. CADRE COLMENARES, pa-VICTIM EFFECT ka nnman at pinapalabas na INAAPI. WTF! Kabisado na ng buong bansa ang stratehiya at mga pananalita mo! CTG CPP NPA NDF MOVED…basag na basag na mga statement mo hoy!!!",Emotional
00-119,Anonymous,Text,Reply,,03/04/22 03:11,00-119.png,1499462594507255813,@_unknown33440 Colmenares ayos lang na wala ka dahil isisingit mo na naman ang pagka NPA mo...tsupe.,Rational
00-120,Anonymous,Text,Reply,,03/04/22 10:48,00-120.png,1499577612712046594,"@ELFilibustero @discreetpinoy3 Stop projecting. Look at Leni's senate slate. Pati nga mga aligned sa NPA pinapatos nyo. Gawain nyo kasi yung ""enemy of my enemy is my friend,"" pero di nyo matanggap sa sarili nyo na kahanay kayo ng mga makakaliwa gaya nina Colmenares kaya pinapahid nyo sa iba ang kapotahan nyo.",Rational
00-121,Anonymous,Reply,,,03/04/22 22:49,00-121.png,1499759061751201794,"BAD COMPANY CORRUPTS GOOD CHARACTER 

Nagkandahawa hawa na sila ng corrupt na palininiwala

Risa & Chel- pro Divorce & SSM
Kiko- Napaka trapo
Leni- Mandaraya
De lima- Drug issue, unfair to Former Chief Corona 
Trillanes-Hambog
Neri-related to communist/NPA

Bka 2 mahahawa rin??",Rational
00-122,Anonymous,Text,Reply,,03/04/22 23:55,00-122.png,1499775571584159753,@_unknown33440 Hindi mo alam colmenares eh isang Kang NPA spotted hnd mo natatandaan na hnd iimbitahan ni pastor quiboloy Ang may bahid Ng NPA,Rational
00-123,Identified,Reply,,,03/05/22 07:59,00-123.png,1499897467395272704,"@QMotherGothel Hontiveros - philhealth
 De lima - drugs
 Colmenares- NPA
 Trillanes - Siege mutiny
 Espiritu - NPA
 
 The rest never heard!
 
 Wala na bang malinis-linis pa!",Rational
00-124,Anonymous,Text,Reply,,03/06/22 06:40,00-124.png,1500239926943645699,"@theklmanuel @lenirobredo Drop ko si zubiri, pero never kong iboboto si colmenares npa sya",Emotional
00-125,Anonymous,Text,Reply,,03/06/22 22:43,00-125.png,1500482269311807492,@vinnysisand @madgumera Sure yun...at mas kawawa mga kasundaluhan natin...NPA supporter yan...like neri colmenares..,Rational
00-126,Anonymous,Text,URL,,03/08/22 14:53,00-126.png,1501088800210309122,"Neri Colmenares, ibinulgar ng kaniyang dating tauhang NPA https://t.co/EvpZzzGMCK via @FacebookWatch",Rational
00-127,Identified,Reply,,,03/09/22 11:28,00-127.png,1501399427344330753,@2022Solid Colmenares and Hontiveros are in their senatorial slate! Both are bonafide CPP/NPA/NDF officials. They are good at mobilizing people to support their political agenda.,Rational
00-128,Identified,Text,Reply,,03/10/22 22:35,00-128.png,1501929839208501251,"@BenjiCruise @Estrada21Karla E si leni ba, di ba nasa hanay niya naman corrupt ( binay), de lima ( drug protector) colmenares (npa).wag na lng magmalinis,dahil kakapula nuo,nakikita pabalik sa nanay nyo sinasabi nyong somusuportahan, mas masahol pa nanay nyo dahil nasa kabataan ang pag asa ng bayan.",Rational
00-129,Anonymous,Reply,,,03/11/22 12:20,00-129.png,1502137479218221059,@dzrhnews @xtian_mano Madami kasi NPA jan... tanong nyo kay Neri baka kilala nya...😏,Emotional
00-130,Anonymous,Text,Reply,,03/12/22 19:30,00-130.png,1502607981761871872,"@LakasNgTimog Unggoy na bolero; balasubas nung Congressman, ano aasahan mo sa gagong ito sa Senado, palaguin ulit ang namamatay ng NPA NDF sa bansa pag naka tsamba ang mokong na to Colmenares na ito.",Emotional
00-131,Identified,Reply,Text,,03/13/22 09:22,00-131.png,1502817326554517504,"@News5PH Kahit news5 alam nilang npa yang si colmenares , kunwari di nila alam",Rational
00-132,Anonymous,Reply,,,03/13/22 15:30,00-132.png,1502909987664035840,@ikadxplorer Colmenares is an NPA! So wala talaga? Gago lang ang maniniwala,Emotional
00-133,Anonymous,Reply,Text,,03/13/22 18:25,00-133.png,1502954003784613890,"@TrillanesSonny Kasama mo na nga sila Colmenares at Hontiveros naghahanap ka pa?! Matagal nang pinangalanan yang si Colmenares na NPA,.
 Kaya sa tingin nyo maniniwala ang mga tao na wala kayong katarantaduhan na ginagawa?! 
 Matulog ka lang at mangarap na lang pero ndi kna mananalo",Emotional
00-134,Identified,Text,Reply,,03/13/22 19:56,00-134.png,1502977017939206152,@ai_ceniza Bakit si NERI sabi ng kakampink! KASI NPA!,Rational
00-135,Anonymous,Reply,Text,,03/14/22 00:07,00-135.png,1503040028825776132,"@koalakates @manilabulletin Tanong mo sa ina mo ,kay Neri at Sharon. Huwag sa akin ! Wala akong panahon sa mga CPP sympathizers.",Emotional
00-136,Anonymous,Reply,Text,,03/14/22 04:51,00-136.png,1503111654141169669,@HunterXE47 @manilabulletin As if nman na di totoo na may alyansa sila Leni sa NPA at ibang kominista!!! Andyan si Colmenares di ba??? Eww…,Transactional
00-137,Identified,Reply,Text,,03/14/22 07:06,00-137.png,1503145497808175104,"@ColmenaresPH KKapal ng Mukha mo Neri NPA, daming pinatay ng grupo nyo, alam ng mga tao yan, Kya khit magmalinis ka, khit ilang beses Kang tumakbo, talo kp rin!!! Magsama sama kyo ni Riza 🤣",Emotional
00-138,Anonymous,Reply,Text,,03/14/22 13:32,00-138.png,1503242540400603136,"@smninews @lenirobredo The mere fact that Colmenares and Hotiveros in your Senate slate is proof that you have an alliance with the CPP/NPA/NDF! Have you forgotten, or you don't know, that Colmenares and Hontiverus are high officials of CPP/NPA/NDF legal fronts Bayan Muna and Akbayan, respectively?",Rational
00-139,Identified,Reply,Text,,03/14/22 14:30,00-139.png,1503257307802710019,@amigoManila hindi papayag si madam i kasama nyo nga lagi si colmenares at suportdao kayo ng kamatayan black anong ibig sabihin nyo yan diba mga suporters ng NPA YAN MGA LEADER PA NG NPA,Transactional
00-140,Anonymous,Reply,Text,,03/14/22 16:32,00-140.png,1503288003388575745,"@smninews @lenirobredo Kung ayaw mo ma red tag bitawan mo ang mga kandidato na may ka ugnayan sa CPP NPA NDF tulad ng Gabriela, Bayan Muna, AKBAYAN, at Kabataan partylist. Bitawan muna rin sa senate slate mo sina Risa Hontiveros at Neri Colmenares..ganun lang yun ka simple...",Transactional
00-141,Anonymous,Text,,,03/15/22 20:22,00-141.png,1503708217892765704,"Ayoko kay Neri Colmenares
 Ayoko kay Luke Espiritu
 Ayoko kay Chel Diokno
 Ayoko kay Risa Hontiveros
 Ayoko kay Leody de Guzman
 Ayoko kay Walden Bello
 Ayoko kay Leni/Kiko
 In short, ayoko sa CPP NPA NDF
 and their cohorts",Emotional
00-142,Media,Reply,Text,,03/16/22 05:56,00-142.png,1503852763406610437,"@soltaule @heyjaydreamerr @ColmenaresPH Dancing NPA, congrats Colmenares.",Emotional
00-143,Identified,Reply,Text,,03/17/22 21:24,00-143.png,1504448680472231937,"@xyz21110 @reyna_elena Ang panget kasi jan nagmamalinis. NPA supporter si leni, sasabihin niya hindi kahit dami ng proof lalo na yung senador niyang si Neri.",Rational
00-144,Anonymous,Reply,Text,,03/18/22 17:22,00-144.png,1504749969667887106,@smninews She is not being red tag kundi she is identified na kayo ang sumusuporta na cpp ndf npa diba colmenares isa kang senator slate ni fvp leni.,Rational
00-145,Anonymous,Reply,Text,,03/20/22 18:06,00-145.png,1505485991435714562,@ColmenaresPH hwag iboboto mga NPA tulad ni Colmenares!!,Transactional
00-146,Anonymous,Text,,,03/20/22 23:41,00-146.png,1505570257636835328,No to NPA supprters like you mr. colmenares! Itaga mo sa bato di ka mananalo!,Transactional
00-147,Anonymous,Reply,Text,,03/21/22 08:09,00-147.png,1505698043894579201,@SirRenzSaavedra @angelica_114 hahaha langya drama lang yun ipaglaban nyo mga NPA ikaw angelica wala kang alam sa buhay sa probinsya kung gaano pahirap yang mga tropa ni colmenares na NPA sa may mga lupain doon.. kaya di nanalo yang matanda na yan kshit umkyak pa ng dugo yan di mananalo yan,Emotional
00-148,Anonymous,Text,,,03/21/22 11:33,00-148.png,1505749529752223744,Nope. Never voting for anyone with ties to NPA. That's a deathwish for my brothers in the military. Colmenares can cry all he wants but there's a lot of blood on his hands. NO.,Emotional
00-149,Identified,Reply,Text,,03/22/22 01:15,00-149.png,1505956297069699078,@sarahelago NO TO NERI!!!! NPA is WAVING,Emotional
00-150,Anonymous,Reply,Text,,03/22/22 10:39,00-150.png,1506098106969980932,@TrillanesSonny The CPP and its sympathizers cannot be trusted. Neri Colmanares himself has refused to disavow the CPP-NPA armed movement up to now (not fake news -- check it out). Just sa NO to Neri Colmenares.,Transactional
00-151,Anonymous,Reply,Text,,03/22/22 10:47,00-151.png,1506100115810910208,@TrillanesSonny Never voting for Neri Colmenares. Never vote for someone who supported the killing of Filipino soldiers fighting for protection of Philippine security. CPP-NPA-NDF only exist for the destruction of country and Filipino values.,Transactional
00-152,Anonymous,Reply,,,03/22/22 10:49,00-152.png,1506100744167964673,@cnnphilippines The term red-tagging is their refuge. Fact is Leni-CPP-NPA is apparently real as the communist fronts personalities like Colmenares and others are on same stage with Leni and endorsing her candidacy.,Transactional
00-153,Anonymous,Reply,,,03/22/22 11:50,00-153.png,1506116046205304836,"I think, as a former AFP, Trillanes is against the collaboration of NPA and their party kaya sinipa s'ya in favor of Neri, the true-blooded NPA.
 
 #CaviteForBBMSA
  CAVITE GRAND RALLY",Transactional
00-154,Anonymous,Reply,Text,,03/22/22 12:09,00-154.png,1506120740349038599,"@Nyoxz2 @Iam_Baneng si neri may mga npa supporter, ikaw wala, 🤣🤣🤣🤣🤣",Emotional
00-155,Anonymous,Reply,Text,,03/22/22 12:49,00-155.png,1506130953130835969,"@BelloMaricelle @yanitokz Anong tingin mo Neri Colmenares. Last election ba binoto mo siya? Isa yan sa mga anti-govt. NPA yan. Mixed ang line-up ko. Yung otso diretso nila, ni isa walang nanalo last election. Ayaw niya lang madikit sa color yellow, kaya naging pink. Nyay!",Transactional
00-156,Anonymous,Reply,Text,,03/22/22 14:35,00-156.png,1506157550152335362,"@Nyoxz2 Si leni may pinkachu, Si neri may npa ikaw may magdalo naman, wag na iyak trililing.",Emotional
00-157,Anonymous,Reply,Text,,03/22/22 17:11,00-157.png,1506196762738200579,@143redangel At kami magsasakripisyo. Kaya pala dahil pamangkin ni colmenares na npa din.,Emotional
00-158,Anonymous,Reply,Text,,03/22/22 17:32,00-158.png,1506202265803112450,"@ellacolmenares @ColmenaresPH Mabuhay ang NPA nag aaway ung mga kakampink..😂😂
Neri pro npa vs trillanes ex sundalo..😂😂",Emotional
00-159,Anonymous,Reply,Text,,03/22/22 17:36,00-159.png,1506203036359700483,@TrillanesSonny Neri pro NPA vs trillanes the ex sundalo..nag aaway mga kakampinks..🍿🍿,Transactional
00-160,Identified,Reply,Text,,03/23/22 08:04,00-160.png,1506421647321882626,@MackinleyZamora Neri is on the side of the CPP everyone knows that...,Rational
00-161,Anonymous,Reply,Text,,03/23/22 19:53,00-161.png,1506600057415487490,@mharvzolivarez @lenirobredo @aikarobredo @jpgrobredo Maging leftist ka na lang kasi kasama si colmenares na isang cadre ng NPA..kung hindi mo pa alam ang ginagawa ng mga NPA mag research ka..ang daming human rights violation sa aming bayan..gusto lang ni angel locsin na bumalik ulit ang ABS CBN yun lang PERIOD.DENY NPA,Transactional
00-162,Anonymous,Reply,Text,,03/24/22 06:43,00-162.png,1506763581986988034,@jp20211985 @MaggieLagura @ChairAndyBau @ABSCBNNews @makilingmiracle @MannyPacquiao @lenirobredo @sherieanntorres Everytime lacson run 4 pres.. i voted him..but this time i go BBM to redeem their family name and make sure PUPPET LENLEN dont win.. i dont want another cory at the palace.. a goverment run by their adviser and leaning to NPA.. colmenares on senate slot and activist on her rally https://t.co/1JucmwSk2P,Transactional
00-163,Anonymous,Reply,Text,,03/24/22 11:51,00-163.png,1506840986647154696,@Ann128607 @JustMe80041125 @akoeto0078 @alexander08_KDD Hindi nga nadanas ng lolo at lola ko ung hirap at sinasabi nilang torture eh. Ung mga pasaway tulad ni Colmenares na isang NPA 🤣🤣🤣🤣,Rational
00-164,Identified,Reply,Text,,03/24/22 14:09,00-164.png,1506875816549834756,@Iamqwertyuiopa1 @ColmenaresPH NPA Ang Mga iyan bakit ninyo iboboto do colmenares... haha 🤣,Rational
00-165,Anonymous,Text,,,03/25/22 15:52,00-165.png,1507264228474114054,"Neri Colmenares had tried 3x to impeach PNoy. Do you think he will not impeach Pres. Leni? Colmenares is a true blue L E F T , like NPA thinker. But he did not tried to impeach Digong because he thought Digong can be Left like him? Research more.",Rational
00-166,Anonymous,Reply,Text,,03/26/22 06:41,00-166.png,1507487848760582144,"@Rayo_delaVerdad @PinoyTayo01 @PhilstarNews Makabayan endorses InamongLeni- Kiki, and Colmenares joins their Senate slate ðŸ¤£ðŸ˜‚CPP NPA NDF, communist. Red tagging na ba ko?",Emotional
00-167,Anonymous,Reply,Text,,03/26/22 11:59,00-167.png,1507567806933479424,@brymac9168 gaga lahi kayo ng mga kumunista lalo na uncle mong si colmenares na isang npa😡😡😡,Emotional
00-168,Anonymous,Reply,Text,,03/27/22 00:39,00-168.png,1507759120098951169,"@brymac9168 Angel locsin wagas magsalita na kilatisin haha ang boba mo at hipokrita, eh yang iboboto mong si lugaw, uncle mong si colmenares at tropa mong makabayan block mga Cpp-npa-ndf! Halerrrr anong tawag sayo???? 🙄🙄🙄",Emotional
00-169,Anonymous,Reply,Text,,03/27/22 22:12,00-169.png,1508084667794132992,@ColmenaresPH Mop sayo bandila samin. No to NPA NERI 😜,Transactional
00-170,Anonymous,Text,Image,,03/30/22 16:58,00-170.png,1509092710019649537,"Naliligo ng lava ni Neri Colmenares, ang sindikato aktibista ng CPP-NPA-NDF. https://t.co/aANLjbpPJP",Emotional
00-171,Anonymous,Reply,Text,,03/30/22 17:42,00-171.png,1509103677432373253,@FkekzKeng Who is Angel? Aktibista ba sya? Di ba tiyuhin nya si Neri yung front ng CPP-NDF-NPA? Tapos yung sister nya yung nahuli sa Quezon province? Tama ba? Yan ba ang angel nyo?,Emotional
00-172,Identified,Reply,Text,,03/30/22 21:31,00-172.png,1509161278693994496,"@Heart1212001072 Good for you.
Go ahead vote for your candidate.

But it does not change the fact that your memapenk is endorsing CPP-NDF-NPA cadres like Neri Colmenares and Elmer Labog.
She is also endorsing CPP-NDF-NPA partylist groups such as Kabataan, ACT, BayanMuna, Anakpawis, & Gabriela.",Rational
00-173,Anonymous,Reply,Text,,04/01/22 08:18,00-173.png,1509686613114196002,"@Paps_Caloy Kalaban! Kaya nga po NPA for Leni. supported sya ng Bayan Muna, Anak Pawis etc. Kasama pa si Neri Colmenares na member ng NPA.",Rational
00-174,Anonymous,Reply,Text,,04/01/22 09:00,00-174.png,1509697232630550533,@Lexi4526162006 @roseap20 @marortoll Excuse me?!? Check your backyard first.. Baka ubg madumb bya ang nag supporter ng NPA. Check nga ung mga senator nya.. Colmenares Hello?!? Rings a bell to you?!,Emotional
00-175,Anonymous,Reply,Text,,04/01/22 11:55,00-175.png,1509741185010573313,@dzrhnews @ColmenaresPH Gumawa na naman ng kwento ang NPA na si Colmenares,Emotional
00-176,Anonymous,Reply,Text,,04/02/22 02:59,00-176.png,1509968830658801664,@ggsg18 @ChelDiokno NO TO COLMENARES. NO TO NPA. https://t.co/5Q2bAZme8P,Transactional
00-177,Anonymous,Text,,,04/03/22 01:15,00-177.png,1510304848062812165,Never to Neri Colmenares isa siyang npa terorista.,Rational
00-178,Identified,Reply,,,04/04/22 10:00,00-178.png,1510799479150374918,"Ka Leody is a CPP-NDF-NPA fielded candidate with senatoriables Neri Colmenares and Elmer Labog.
 He is against the continuity of NTF-ELCAC and support the armed struggle of the communist terrorist.",Transactional
00-179,Anonymous,Text,Reply,,04/07/22 08:42,00-179.png,1511867037450403840,@Vevenuusss @ColmenaresPH So dinalaw kayo ni colmenares na kadre ng NPA so masaya kau?,Emotional
00-180,Anonymous,Reply,Text,,04/08/22 00:04,00-180.png,1512099056914505729,@RethLawrence @sa4ubbm7 @bongbongmarcos @indaysara Haller BAKIT IPAPANALO SI NERI COLMENARES eh allie ng mga CPP NPA yan noh! Wag kami! Di yan mananalo itaga nyo sa...sa...ulo nyo yan! 😏😏😏😏,Emotional
00-181,Anonymous,Reply,Text,,04/08/22 07:24,00-181.png,1512209684966838273,"@CaroniaVeerustm @jetloggins @chinoichikawa @lem2373 @theadtan @ColmenaresPH Dont include Digong in this issue, because Digong is a wise person, lenlen on the otherhand is dumb, when she says she supports Colmenares that is an outright support for the NPA or maybe she is too dumb and did not know anything about Colmenares.",Rational
00-182,Anonymous,Text,Reply,,04/08/22 14:17,00-182.png,1512313780104929283,"@CaroniaVeerustm @Sheena91695537 @jetloggins @chinoichikawa @lem2373 @theadtan @ColmenaresPH Colmenares is either a CPP or NDF member. Sila ang mga nagrerekrut, nang-uuto, at nanggagamit sa mga NPA cadres. Sila ang mga UGAT. Sila ang dapat unang targetin ng militar.",Emotional
00-183,Identified,Text,Image,,04/10/22 15:26,00-183.png,1513055771902492675,"Kiko Pangilinan is running for VP. The VP is now running for President. And who are campaigning for them? CPP's Neri Colmenares and cohorts from KABAG (Kabataan, Anakpawis, Bayan Muna, ACT, Gabriela) tagged by Jose Ma Sison as CPP's alliance. 
 So who tagged who?
 -Antonio Parlade https://t.co/KtrWdJ84qV",Rational
00-184,Anonymous,Reply,Text,,04/12/22 02:53,00-184.png,1513591124455473153,@SunWild1818 May pa reflect2 kapang nalalaman NPA ka eh kahit satanas tinalo mo sa ka demonyo colmenares ehh umayos ka ha baka d ako makapag pigil di kang itlog mo kukuryentehin ko punyeta ka!😂,Emotional
00-185,Anonymous,Text,Reply,,04/12/22 13:51,00-185.png,1513756554671292419,@SunWild1818 Lol mo neri col ewan. Mahilig kasi kayo lumabag sa batas kaya bitter kayo sa martial kasi mga violators kayo kakampi ng NPA MGA SALOT SA LIPUNAN,Emotional
00-186,Anonymous,Reply,Text,,04/13/22 09:39,00-186.png,1514055657510432769,"@abeabeshaupsaup @jpg_donut @pauloro94768483 @ibanaginthecity Hahaha Ako pa ba? Of course no need mo na turuan. Pro NPA naman talaga si VP D kba na nood ng news sya mismo ang ng support,sinabi yan mismo ng balik pamahalaan. Colmenares, anakbayan,gabriela mga NPA yan. Sinabi nga ni Lacson my NPA support sa kanya. That's True! Kaya kulelat!ðŸ˜œ",Emotional
00-187,Identified,Reply,Text,,04/13/22 22:56,00-187.png,1514256114610839562,@ColmenaresPH no to CCP/NPA alam na enudoro si @ColmenaresPH Colmenares,Emotional
00-188,Anonymous,Text,Reply,Image (including GIF),04/14/22 07:40,00-188.png,1514388096485249025,@soltaule Sino ka naman po para magsabi kung sino ang dapat at di dapat tularan na mga abogado? Kung lawyer ka ikaw ang di dapat tularan! Support mo pa si Neri Colmenares na NPA supporter! 🤢🤮 https://t.co/prlRsiDe9N,Emotional
00-189,Anonymous,Text,Reply,,04/14/22 15:56,00-189.png,1514512983598280707,@ColmenaresPH Wala kang pag asa NPA colmenares.. red tagging ha? wag kang mag tago dyan.. di pwede senator na NPA sa gobyerno.,Emotional
00-190,Anonymous,Text,Reply,,04/15/22 05:13,00-190.png,1514713466879229954,"@prettybhie_ para anu , @sarahelago kayo ang nasa kanayonan, mga NPA/CPP TANGA KABA?? Utak mong polpol..zero VOTE for Sara elago and Nere Colmenares no to NPA/CPP",Emotional
00-191,Anonymous,Reply,Text,,04/15/22 13:04,00-191.png,1514831998862630912,"@GerryCacanindin Si trillanes npa din yan kunwari lang yan kaya ng magdalo eh…halata naman sinibpwersa na kayo kasama na NPA…colmenares, anakbayan, zarate lukuhin niyo ninuno niyo…!!!",Emotional
00-192,Identified,Text,,,04/16/22 10:54,00-192.png,1515161683345707010,"mrs robredo is really in alliance with the CPP-NDF-NPA.
 It is evident in the inclusion of Colmenares and Labog in the senatorial line up of mrs robredo.
 Hector is right to campaign against mrs robredo, to rid our nation with these vermin who made us suffer for more than 50 years.",Rational
00-193,Identified,Reply,Text,,04/18/22 07:19,00-193.png,1515832416878923784,"@ColmenaresPH Enudoro colmenares alam na, wala kang kadaladala talaga.. NO TO NPA /CPp",Transactional
00-194,Identified,Image,,,04/18/22 09:37,00-194.png,1515867013046235138,Naliligo ng lava ng sindikato aktibista CPP-NPA-NDF ni Neri Colmenares. https://t.co/2jXOYiImkT,Emotional
00-195,Identified,Image,,,04/18/22 22:16,00-195.png,1516058197693505538,"nasaan mga NPA/CPP nasan si Joma shame on you!nasaan si satur ocampo.. nasan si colmenares, nasan si zarate https://t.co/aTKui0WrDX",Emotional
00-196,Anonymous,Reply,Text,,04/22/22 17:21,00-196.png,1517433369457729536,"@ang_makata_00 @barrygutierrez3 @ntfelcac O ano wala ka nang masabi ano??! MAGKALAT KA PA NG FAKE NEWS! Yan ang tatak pinklawan/anti! Hahaha!
 
 Eh yung ina nyong lutang kelan idedenounce ang CPP-NPA-NDF?? LOL! 
 Ay naku, magagalit pala sila colmenares, risa't baguilat! LOL!",Emotional
00-197,Identified,Reply,Text,,04/24/22 01:40,00-197.png,1517921486660861953,"@onenewsph Obvious naman na NPAs are on their side. Jusme, sino bang partido mag eendorse kay Colmenares? 😂 Or Sino bang hindi na reresearch? 💙☝️",Rational
00-198,Identified,Reply,,,04/25/22 12:42,00-198.png,1518450412445069314,"@KimIndar If only the people knew that Angel aka Angelica Colmenares is the auntie of Neri Colmenares who is a CPP Party member, they would surely do not want to vote for a group endorsing CPP-NDF-NPA fielded candidates whose aim is to grab power from a legit government.",Transactional
00-199,Identified,Text,,,04/25/22 14:18,00-199.png,1518474599973146624,"If only the people knew that Angel aka Angelica Colmenares is the auntie of Neri Colmenares who is a CPP Party member, they would surely do not want to vote for a group endorsing CPP-NDF-NPA fielded candidates whose aim is to grab power from a legit government. #dandancastro",Transactional
00-200,Anonymous,Reply,Text,,04/25/22 15:03,00-200.png,1518485762932682752,"@RethLawrence @bongbongmarcos @indaysara hindi  ba yong sister ni Angel Locsin NPA daw, tapos uncle yata si Colmenares, obviously mag ka campaign sya ng bongga para kay Lugaw na supported din ng NPA at ni Joma Sison…
NO TO LENI ROBREDO !!!",Transactional
00-201,Identified,Reply,Text,,04/26/22 01:17,00-201.png,1518640405671149568,@ColmenaresPH kung hindi ka NPA panalo ka sana Colmenares,Emotional
00-202,Identified,Reply,Text,,04/27/22 20:42,00-202.png,1519295821694443520,@whitenargacuga @cnnphilippines @anjocalimario Colmenares sungay ng Npa...,Emotional
00-203,Anonymous,Text,,,04/28/22 02:06,00-203.png,1519377523041206272,"But colmenares was alighned with NPA according to Ka Eric former kadre. Gadon, Teodoro, Roque are better choice.",Rational
00-204,Anonymous,Reply,Text,,05/01/22 16:45,00-204.png,1520685903680737280,@reylanreylan Si Makabayan bloc Colmenares. Ang legal front ng NPA 🤣✌️,Emotional
00-205,Anonymous,Image,,,05/02/22 23:54,00-205.png,1521156123973328896,Wag rin naten hayaan maka upo isang NPA sa Senado kagaya ni Colmenares https://t.co/C3skHPC0eE,Transactional
00-206,Anonymous,Reply,Text,,05/03/22 14:56,00-206.png,1521383265701023744,"@SocietyTupig 61. Sagip -- Cong. Marcoleta's 
 175. Sambayanan -- Jeffrey ""ka Eric"" celiz's.. ELCAC surrenderee who exposed NPAs K.A.B.A.G partylist, Neri Colmenares, and Leni as their endorsed candidate.",Rational
00-207,Anonymous,Text,,,05/04/22 15:35,00-207.png,1521755307802005505,"they say INC indorsed thieves,but how about lenlen who supports NPA like colmenares",Rational
00-208,Anonymous,Reply,Text,,05/05/22 03:11,00-208.png,1521930628408791040,@Paps_Caloy Hahaha huli. May dugong NPA talaga si Colmenares.,Emotional
00-209,Identified,Reply,Text,,05/05/22 06:15,00-209.png,1521976713739382784,"@ColmenaresPH Mga ulol bait baitan lang kayo kapag election, Ikaw Neri never ka naging against sa mga Teroristang NPA, pero pag sa Gov't lahat ng naging Admin my critics ka! Something fishy ka talaga!!",Emotional
